Family,Taxa,Genus,Species,Common name  ,WRA score  ,WRA rating,WRA designation,Date  ,Filename,
Moraceae,Artocarpus camansi,Artocarpus ,camansi,"breadnut, châtaignier",0,Low Risk,L (HPWRA),22/09/2017,Artocarpus camansi.pdf,
Moraceae,Artocarpus heterophyllus,Artocarpus ,heterophyllus,jackfruit,1,Low Risk,L (HPWRA),01/10/2003,Artocarpus heterophyllus.xls,
Moraceae,Artocarpus nitidus,Artocarpus,nitidus,"hung kwai muk, kwai muk",3,Evaluate,Evaluate,11/09/2013,Artocarpus nitidus.pdf,
Moraceae,Artocarpus odoratissimus,Artocarpus ,odoratissimus,marang,-3,Low Risk,L (HPWRA),01/10/2003,Artocarpus odoratissimus.xls,
Moraceae,Artocarpus sericicarpus,Artocarpus,sericicarpus,pedalai,-2,Low Risk,L (HPWRA),05/01/2012,Artocarpus sericicarpus.pdf,
Orchidaceae,Arundina graminifolia,Arundina ,graminifolia,bamboo orchid,11,High Risk,H (HPWRA),30/05/2011,Arundina graminifolia.pdf,
Poaceae,Arundo donax,Arundo ,donax,arundo,12,High Risk,H (HPWRA),02/11/2006,Arundo donax.xls,
Apocynaceae,Asclepias curassavica,Asclepias ,curassavica,"blood flower, butterfly weed, red milkweed",14,High Risk,H (Hawaii),19/03/2015,Asclepias curassavica.pdf,
Asclepiadaceae,Asclepias physocarpa,Asclepias ,physocarpa,milkweed,8,High Risk,H (HPWRA),02/07/2009,Asclepias physocarpa.xls,
Apocynaceae,Asclepias tuberosa,Asclepias ,tuberosa,"butterfly milkweed, butterfly weed, pleurisy root",7,High Risk,H (HPWRA),17/07/2017,Asclepias tuberosa.pdf,
Asparagaceae,Asparagus densiflorus,Asparagus ,densiflorus,asparagus fern,15,High Risk,H (HPWRA),14/04/2003,Asparagus densiflorus.xls,
Asparagaceae,Asparagus falcatus,Asparagus ,falcatus,sicklethorn,11,High Risk,H (HPWRA),14/08/2008,Asparagus falcatus.xls,
Asparagaceae,Asparagus setaceus,Asparagus ,setaceus,common asparagus fern,13,High Risk,H (HPWRA),03/12/2004,Asparagus setaceus.xls,
Asparagaceae,Aspidistra elatior,Aspidistra ,elatior,cast iron plant,-1,Low Risk,L (HPWRA),08/10/2002,Aspidistra elatior.xls,
Aspleniaceae,Asplenium bulbiferum,Asplenium,bulbiferum,"hen-and-chickens, mother fern, mother spleenwort",4,Low Risk,L (HPWRA),10/10/2016,Asplenium bulbiferum.pdf,
Arecaceae,Asterogyne martiana,Asterogyne,martiana,pata de gallo,1,Evaluate,Evaluate,17/01/2013,Asterogyne martiana.pdf,
Anacardiaceae,Astronium graveolens,Astronium ,graveolens,zebrawood,-2,Low Risk,L (HPWRA),09/09/2009,Astronium graveolens.xls,
Acanthaceae,Asystasia gangetica,Asystasia ,gangetica,Chinese violet,12,High Risk,H (HPWRA),19/01/2004,Asystasia gangetica.xls,
Rubiaceae,Atractocarpus fitzalanii,Atractocarpus ,fitzalanii,randia,3,High Risk,H (HPWRA),02/07/2009,Atractocarpus fitzalanii.xls,
Amaranthaceae,Atriplex lentiformis,Atriplex,lentiformis,"quailbush, big saltbrush",7,High Risk,H (HPWRA),04/07/2013,Atriplex lentiformis.pdf,
Amaranthaceae,Atriplex semibaccata,Atriplex,semibaccata,Australian saltbush,13,High Risk,H (Hawaii),19/09/2013,Atriplex semibaccata.pdf,
Arecaceae,Attalea cohune,Attalea,cohune,cohune palm,0,Low Risk,L (HPWRA),24/05/2012,Attalea cohune.pdf,
Oxalidaceae,Averrhoa bilimbi,Averrhoa,bilimbi,"bilimbi, cucumber tree",1,Evaluate,Evaluate,12/04/2012,Averrhoa bilimbi.pdf,
Oxalidaceae,Averrhoa carambola,Averrhoa ,carambola,starfruit,-1,Low Risk,L (HPWRA),07/10/2002,Averrhoa carambola.xls,
Poaceae,Axonopus compressus,Axonopus ,compressus,broadleaf carpet grass,15,High Risk,H (HPWRA),07/10/2002,Axonopus compressus.xls,
Poaceae,Axonopus fissifolius.,Axonopus ,fissifolius.,carpet grass,16,High Risk,H (HPWRA),09/03/2007,Axonopus fissifolius.xls,
Meliaceae,Azadirachta indica,Azadirachta ,indica,neem,9,High Risk,H (HPWRA),16/08/2011,Azadirachta indica.pdf,
Phyllanthaceae,Baccaurea ramiflora,Baccaurea ,ramiflora,Burmese grape,0,Low Risk,L (HPWRA),21/07/2011,Baccaurea ramiflora.pdf,
Arecaceae,Bactris gasipaes,Bactris,gasipaes,peach palm,2,Low Risk,L (HPWRA),23/09/2013,Bactris gasipaes.pdf,
Arecaceae,Balaka longirostris,Balaka ,longirostris,mbalaka,0,Low Risk,L (HPWRA),28/04/2009,Balaka longirostris.xls,
Poaceae,Bambusa chungii,Bambusa ,chungii,emporer's blue bamboo,-1,Low Risk,L (HPWRA),03/04/2008,Bambusa chungii.xls,
Poaceae,Bambusa glaucophylla,Bambusa ,glaucophylla,Malay dwarf bamboo,-3,Low Risk,L (HPWRA),03/04/2008,Bambusa glaucophylla.xls,
Poaceae,Bambusa lako,Bambusa ,lako,Timor black bamboo,-1,Low Risk,L (HPWRA),23/11/2008,Bambusa lako.xls,
Poaceae,Bambusa multiplex,Bambusa ,multiplex,Chinese dwarf bamboo,5,Evaluate,Evaluate,16/06/2010,Bambusa multiplex.pdf,
Poaceae,Bambusa oldhamii,Bambusa ,oldhamii,Oldham's bamboo,1,Evaluate,Evaluate,22/01/2008,Bambusa oldhamii.xls,
Poaceae,Bambusa oliveriana,Bambusa,oliveriana,bush bamboo,-2,Low Risk,L (HPWRA),01/05/2013,Bambusa oliveriana.pdf,
Poaceae,Bambusa pervariabilis,Bambusa,pervariabilis,puntingpole bamboo,-4,Low Risk,L (HPWRA),17/05/2013,Bambusa pervariabilis.pdf,
Poaceae,Bambusa textilis,Bambusa ,textilis,weaver's bamboo,-3,Low Risk,L (HPWRA),12/05/2008,Bambusa textilis.xls,
Poaceae,Bambusa tuldoides,Bambusa,tuldoides,puntingpole bamboo,2,Evaluate,Evaluate,24/07/2013,Bambusa tuldoides.pdf,
Poaceae,Bambusa vulgaris,Bambusa ,vulgaris,"common bamboo, golden bamboo",8,High Risk,H (HPWRA),02/02/2017,Bambusa vulgaris.pdf,
Malpighiaceae,Banisteriopsis caapi,Banisteriopsis ,caapi,"ayahuasca, soulvine, caapi",1,Evaluate,Evaluate,27/06/2014,Banisteriopsis caapi.pdf,
Proteaceae,Banksia baxteri,Banksia,baxteri,"Baxter's banksia, bird's nest banksia",-2,Low Risk,L (HPWRA),27/10/2016,Banksia baxteri.pdf,
Proteaceae,Banksia burdettii,Banksia ,burdettii,Burdett's banksia,-2,Low Risk,L (HPWRA),11/05/2011,Banksia burdettii.pdf,
Proteaceae,Banksia ericifolia,Banksia,ericifolia,"heath banksia, heath leaf banksia",9,High Risk,H (HPWRA),16/08/2012,Banksia ericifolia.pdf,
Proteaceae,Banksia integrifolia,Banskia ,integrifolia,coast banskia,5,High Risk,H (HPWRA),03/06/2010,Banksia integrifolia.pdf,
Proteaceae,Banksia quercifolia,Banksia,quercifolia,oak-leaved Banksia,-2,Low Risk,L (HPWRA),31/10/2016,Banksia quercifolia.pdf,
Proteaceae,Banksia sphaerocarpa,Banksia ,sphaerocarpa,"fox banksia, round-fruit Banksia",1,Evaluate,Evaluate,02/11/2016,Banksia sphaerocarpa.pdf,
Proteaceae,Banksia spinulosa,Banksia ,spinulosa,hairpin banksia,5,High Risk,H (HPWRA),20/04/2011,Banksia spinulosa.pdf,
Brassicaceae,Barbarea vulgaris,Barbarea,vulgaris,"bittercress, yellow rocket",17,High Risk,H (HPWRA),25/10/2013,Barbarea vulgaris.pdf,
Acanthaceae,Barleria lupulina,Barleria ,lupulina,hophead Phillipine violet,10,High Risk,H (HPWRA),04/08/2009,Barleria lupulina.xls,
Acanthaceae,Barleria repens,Barleria ,repens,"coral creeper, red barleria",16,High Risk,H (HPWRA),30/12/2014,Barleria repens.pdf,
Lecythidaceae,Barringtonia asiatica,Barringtonia ,asiatica,sea putat,-8,Low Risk,L (HPWRA),07/10/2002,Barringtonia asiatica.xls,
Lecythidaceae,Barringtonia edulis,Barringtonia,edulis,cut nut,1,Low Risk,L (HPWRA),26/11/2012,Barringtonia edulis.pdf,
Basellaceae,Basella alba,Basella ,alba,Malabar spinach,8,High Risk,H (HPWRA),02/07/2009,Basella alba.xls,
Bataceae,Batis maritima,Batis ,maritima,"pickleweed, saltwort",9,High Risk,H (Hawaii),28/09/2010,Batis maritima.pdf,
Fabaceae,Bauhinia binata,Bauhinia ,binata,unknown,-1,Low Risk,L (HPWRA),02/11/2006,Bauhinia binata.xls,
Fabaceae,Bauhinia hookeri,Bauhinia ,hookeri,white bauhinia,-4,Low Risk,L (HPWRA),12/05/2008,Bauhinia hookeri.xls,
Fabaceae,Bauhinia monandra,Bauhinia ,monandra,pink orchid tree,7,High Risk,H (HPWRA),30/04/2004,Bauhinia monandra.xls,
Fabaceae,Bauhinia purpurea,Bauhinia ,purpurea,purple bauhinia,7,High Risk,H (HPWRA),02/11/2006,Bauhinia purpurea.xls,
Fabaceae,Bauhinia tomentosa,Bauhinia ,tomentosa,yellow tree bauhinia,-1,Low Risk,L (HPWRA),20/11/2002,Bauhinia tomentosa.xls,
Fabaceae,Bauhinia vahlii,Bauhinia ,vahlii,"malu creeper, camel's foot climber",7,High Risk,H (HPWRA),09/03/2011,Bauhinia vahlii.pdf,
Fabaceae,Bauhinia variegata,Bauhinia ,variegata,"mountain ebony, orchidtree",8,High Risk,H (HPWRA),08/02/2017,Bauhinia variegata.pdf,
Fabaceae,Bauhinia x blakeana,Bauhinia ,x blakeana,Hong Kong orchid tree,-7,Low Risk,L (HPWRA),27/02/2004,Bauhinia x blakeana.xls,
Apocynaceae,Beaumontia grandiflora,Beaumontia ,grandiflora,Easter-lily-vine,-6,Low Risk,L (HPWRA),08/06/2005,Beaumontia grandiflora.xls,
Apocynaceae,Beaumontia multiflora,Beaumontia ,multiflora,herald's trumpet,-4,Low Risk,L (HPWRA),12/08/2004,Beaumontia multiflora.xls,
Arecaceae,Beccariophoenix madagascariensis,Beccariophoenix ,madagascariensis,window palm,-7,Low Risk,L (HPWRA),22/01/2008,Beccariophoenix madagascariensis.xls,
Begoniaceae,Begonia cucullata,Begonia ,cucullata,"club begonia, wax begonia",11,High Risk,H (HPWRA),03/11/2014,Begonia cucullata.pdf,
Begoniaceae,Begonia foliosa,Begonia ,foliosa,"fern begonia, fuchsia begonia",9,High Risk,H (HPWRA),11/10/10,Begonia foliosa.pdf,
Begoniaceae,Begonia glabra,Begonia,glabra,trailing begonia,5,Evaluate,Evaluate,26/06/2013,Begonia glabra.pdf,
Begoniaceae,Begonia nelumbiifolia,Begonia ,nelumbiifolia,"lilypad begonia, lotus leaved begonia",10,High Risk,H (HPWRA),24/07/2017,Begonia nelumbiifolia.pdf,
Asteraceae,Bellis perennis,Bellis ,perennis,"common daisy, English daisy",13,High Risk,H (HPWRA),16/12/2013,Bellis perennis.pdf,
Rhamnaceae,Berchemia zeyheri,Berchemia ,zeyheri,pink ivory,-3,Low Risk,L (HPWRA),20/08/2003,Berchemia zeyheri.xls,
Malvaceae,Berrya cubensis,Berrya ,cubensis,"mountain-pear, telcon",-1,Low Risk,L (HPWRA),02/09/2011,Berrya cubensis.pdf,
Chenopodiaceae,Beta vulgaris ssp. vulgaris,Beta    ,vulgaris ssp. Vulgaris,sugar beet,-6,Low Risk,L (HPWRA),16/11/2009,Beta vulgaris ssp vulgaris.xls,
Asteraceae,Bidens alba,Bidens ,alba,beggar's-tick,12,High Risk,H (HPWRA),02/07/2009,Bidens alba.xls,
Asteraceae,Bidens pilosa,Bidens ,pilosa,Spanish needle,23,High Risk,H (HPWRA),02/07/2009,Bidens pilosa.xls,
Bignoniaceae,Bignonia magnifica,Bignonia,magnifica,glowvine,9,High Risk,H (HPWRA),28/03/2014,Bignonia magnifica.pdf,
Phyllanthaceae,Bischofia javanica,Bischofia ,javanica,bishopwood,7,High Risk,H (HPWRA),07/10/2002,Bischofia javanica.xls,
Arecaceae,Bismarckia nobilis,Bismarckia ,nobilis,Bismarck palm,-7,Low Risk,L (HPWRA),03/12/2004,Bismarckia nobilis.xls,
Bixaceae,Bixa orellana,Bixa ,orellana,lipsticktree,1,Low Risk,L (HPWRA),11/04/2003,Bixa orellana.xls,
Blechnaceae,Blechnum appendiculatum,Blechnum,appendiculatum,"palm fern, hammock fern",17,High Risk,H (Hawaii),15/11/2012,Blechnum appendiculatum.pdf,
Blechnaceae,Blechnum brasiliense,Blechnum ,brasiliense,"red Brazilian tree fern, red dwarf tree fern",6,Evaluate,Evaluate,14/05/2014,Blechnum brasiliense.pdf,
Blechnaceae,Blechnum gibbum,Blechnum ,gibbum,"dwarf tree fern, silver lady fern",4,Evaluate,Evaluate,02/12/2014,Blechnum gibbum.pdf,
Blechnaceae,Blechnum orientale,Blechnum ,orientale,"centipede fern, Oriental blechnum",11,High Risk,H (HPWRA),18/12/2017,Blechnum orientale.pdf,
Sapindaceae,Blighia sapida,Blighia,sapida,akee,1,Evaluate,Evaluate,25/07/2013,Blighia sapida.pdf,
Amaranthaceae,Blutaparon vermiculare,Blutaparon ,vermiculare,"silverhead, samphire",7,High Risk,H (HPWRA),26/10/2010,Blutaparon vermiculare.pdf,
Papaveraceae,Bocconia frutescens,Bocconia ,frutescens,plume poppy,18,High Risk,H (Hawaii),07/02/2011,Bocconia frutescens.pdf,
Urticaceae,Boehmeria nivea,Boehmeria ,nivea,ramie,12,High Risk,H (HPWRA),04/06/2010,Boehmeria nivea.pdf,
Zingiberaceae,Boesenbergia rotunda,Boesenbergia ,rotunda,Chinese-keys,0,Low Risk,L (HPWRA),02/07/2009,Boesenbergia rotunda.xls,
Fabaceae,Bolusanthus speciosus,Bolusanthus ,speciosus,"wisteria tree, elephant's wood, mogaba",-4,Low Risk,L (HPWRA),22/02/2018,Bolusanthus speciosus.pdf,
Bombacaceae,Bombax ceiba,Bombax ,ceiba,"red silk cottontree, Indian kapok",2,Low Risk,L (HPWRA),18/11/2010,Bombax ceiba.pdf,
Primulaceae,Bonellia macrocarpa,Bonellia,macrocarpa,"jacquinia, knock-me-back",6,Evaluate,Evaluate,22/11/2013,Bonellia macrocarpa.pdf,
Amaryllidaceae,Boophone disticha,Boophone ,disticha,"bushman poison bulb, sore-eye flower",-3,Low Risk,L (HPWRA),13/09/2016,Boophone disticha.pdf,
Boraginaceae,Borago officinalis,Borago,officinalis,"beebread, borage, starflower",1,Low Risk,L (HPWRA),15/06/2013,Borago officinalis.pdf,
Arecaceae,Borassus aethiopum,Borassus,aethiopum,African fan palm,-1,Low Risk,L (HPWRA),22/10/2012,Borassus aethiopum.pdf,
Arecaceae,Borassus flabellifer,Borassus,flabellifer,"palmyra palm, toddy palm",-1,Low Risk,L (HPWRA),26/01/2014,Borassus flabellifer.pdf,
Poaceae,Bothriochloa bladhii,Bothriochloa ,bladhii,caucasian bluestem,19,High Risk,H (HPWRA),28/04/2009,Bothriochloa bladhii.xls,
Anacardiaceae,Bouea macrophylla,Bouea,macrophylla,"marian plum, gandaria, ma prang",-5,Low Risk,L (HPWRA),06/09/2013,Bouea macrophylla.pdf,
Nyctaginaceae,Bougainvillea glabra,Bougainvillea ,glabra,paperflower,-1,Low Risk,L (HPWRA),07/10/2002,Bougainvillea glabra.xls,
Poaceae,Bouteloua aristidoides,Bouteloua ,aristidoides,needle grama,9,High Risk,H (HPWRA),03/07/2008,Bouteloua aristidoides.xls,
Poaceae,Brachiaria brizantha x Brachiaria ruziziensis,Brachiaria,brizantha x ruziziensis,Mulato,2,Low Risk,L (HPWRA),16/11/2009,Brachiaria brizantha x Brachiaria ruziziensis.xls,
Poaceae,Brachiaria mutica,Brachiaria ,mutica,para grass,12,High Risk,H (Hawaii),07/10/2002,Brachiaria mutica.xls,
Sterculiaceae,Brachychiton acerifolius,Brachychiton ,acerifolius,Illawarra flame tree,-5,Low Risk,L (HPWRA),19/01/2004,Brachychiton acerifolius.xls,
Sterculiaceae,Brachychiton populneus,Brachychiton ,populneus,"kurrajong, bottletree",6,Evaluate,Evaluate,01/12/2010,Brachychiton populneus.pdf,
Malvaceae,Brachychiton rupestris,Brachychiton ,rupestris,"narrow-leaf bottletree, Queensland bottletree",1,Evaluate,Evaluate,03/01/2018,Brachychiton rupestris.pdf,
Arecaceae,Brahea armata,Brahea ,armata,blue hesper palm,3,Low Risk,L (HPWRA),03/12/2004,Brahea armata.xls,
Cactaceae,Brasiliopuntia brasiliensis,Brasiliopuntia,brasiliensis,Brazilian prickly pear,7,High Risk,H (HPWRA),17/05/2016,Brasiliopuntia brasiliensis.pdf,
Brassicaceae,Brassica juncea,Brassica,juncea,"brown mustard, canola",15,High Risk,H (HPWRA),16/05/2012,Brassica juncea.pdf,
Brassicaceae,Brassica napus,Brassica,napus,turnip,16,High Risk,H (HPWRA),14/08/2008,Brassica napus.xls,
Grossulariaceae,Brexia madagascariensis,Brexia ,madagascariensis,brexia,-6,Low Risk,L (HPWRA),09/02/2004,Brexia madagascarienisis.xls,
Phyllanthaceae,Breynia disticha,Breynia ,disticha,snow bush,-5,Low Risk,L (HPWRA),07/10/2002,Breynia disticha.xls,
Phyllanthaceae,Breynia vitis-idaea,Breynia,vitis-idaea,"Indian snowberry, mountain coffee bush",2,Evaluate,Evaluate,10/08/2016,Breynia vitis-idaea.pdf,
Phyllanthaceae,Bridelia insulana,Bridelia ,insulana,"grey birch, prickly bridelia",1,Evaluate,Evaluate,10/03/2011,Bridelia insulana.pdf,
Bromeliaceae,Bromelia balansae,Bromelia,balansae,"heart of flame, heart of fire",4,Low Risk,L (HPWRA),04/12/2013,Bromelia balansae.pdf,
Poaceae,Bromus catharticus,Bromus ,catharticus,"prairie grass, rescue grass",19,High Risk,H (HPWRA),25/09/2015,Bromus catharticus.pdf,
Poaceae,Bromus diandrus,Bromus ,diandrus,"ripgut grass, giant brome, great brome",18,High Risk,H (HPWRA),29/09/2015,Bromus diandrus.pdf,
Moraceae,Brosimum alicastrum,Brosimum,alicastrum,"breadnut, Maya nut",2,Evaluate,Evaluate,25/09/2013,Brosimum alicastrum.pdf,
Moraceae,Broussonetia papyrifera,Broussonetia ,papyrifera,paper mulberry (Hawaiian seedless),3,Low Risk,L (HPWRA),21/05/2004,Broussonetia papyrifera.xls,
Fabaceae,Brownea coccinea,Brownea ,coccinea,mountain rose,-5,Low Risk,L (HPWRA),05/04/2010,Brownea coccinea.pdf,
Fabaceae,Brownea macrophylla,Brownea ,macrophylla,Panama flame,-8,Low Risk,L (HPWRA),19/11/2009,Brownea macrophylla.xls,
Solanaceae,Brugmansia arborea,Brugmansia,arborea,"angel's trumpet, angels tears",6,Evaluate,Evaluate,17/09/2016,Brugmansia arborea.pdf,
Solanaceae,Brugmansia x candida,Brugmansia  ,x candida,angel's trumpet,2,Low Risk,L (HPWRA),27/02/2004,Brugmansia x candida.xls,
Solanaceae,Brunfelsia americana,Brunfelsia ,americana,lady of the evening,-3,Low Risk,L (HPWRA),25/05/2010,Brunfelsia americana.pdf,
Solanaceae,Brunfelsia australis,Brunfelsia ,australis,"yesterday, today and tomorrow",-3,Low Risk,L (HPWRA),08/03/2010,Brunfelsia australis.pdf,
Solanaceae,Brunfelsia densifolia,Brunfelsia ,densifolia,serpentine hill raintree,-4,Low Risk,L (HPWRA),02/07/2009,Brunfelsia densifolia.xls,
Solanaceae,Brunfelsia latifolia,Brunfelsia ,latifolia,"yesterday, today and tomorrow",-3,Low Risk,L (HPWRA),29/09/2011,Brunfelsia latifolia.pdf,
Fabaceae,Brya ebenus,Brya ,ebenus,"cocoswood, Jamaican raintree, ebony cocuwood",4,Low Risk,L (HPWRA),03/05/2017,Brya ebenus.pdf,
Poaceae,Buchloe dactyloides,Buchloe ,dactyloides,amer buffalo grass,4.5,Low Risk,L (HPWRA),06/08/2004,Buchloe dactyloides.xls,
Combretaceae,Bucida buceras,Bucida ,buceras,black olive,-3,Low Risk,L (HPWRA),30/01/2004,Bucida buceras.xls,
Combretaceae,Bucida molinetii,Bucida ,molinetii,spiny black olive,-3,Low Risk,L (HPWRA),01/10/2003,Bucida molinetii.xls,
Scrophulariaceae,Buddleja asiatica,Buddleja ,asiatica,Asian butterfly bush,9,High Risk,H (HPWRA),03/07/2008,Buddleja asiatica.xls,
Scrophulariaceae,Buddleja davidii,Buddleja ,davidii,orange eye butterflybush,13,High Risk,H (HPWRA),14/04/2003,Buddleja davidii.xls,
Scrophulariaceae,Buddleja madagascariensis,Buddleja ,madagascariensis,smokebush,21,High Risk,H (HPWRA),31/05/2011,Buddleja madagascariensis.pdf,
Scrophulariaceae,Buddleja marrubiifolia,Buddleja ,marrubiifolia,woolly butterfly bush,-3,Low Risk,L (HPWRA),14/08/2009,Buddleja marrubiifolia.xls,
Scrophulariaceae,Buddleja paniculata,Buddleja ,paniculata,butterfly bush,7,High Risk,H (HPWRA),06/11/2017,Buddleja paniculata.pdf,
Scrophulariaceae,Buddleja saligna,Buddleja ,saligna,"false olive, squarestem butterflybush",2,Low Risk,L (HPWRA),01/10/2010,Buddleja saligna.pdf,
Xanthorrhoeaceae,Bulbine frutescens,Bulbine,frutescens,"orange bulbine, burn jelly plant",2,Evaluate,Evaluate,15/01/2014,Bulbine frutescens.pdf,
Xanthorrhoeaceae,Bulbine frutescens 'Hallmark',Bulbine,frutescens 'Hallmark',"bulbine 'Hallmark', Hallmark cat's whiskers",-2,Low Risk,L (HPWRA),15/01/2014,Bulbine frutescens hallmark.pdf,
Cyperaceae,Bulbostylis capillaris,Bulbostylis ,capillaris,"densetuft hairsedge, threadleaf beakseed",9,High Risk,H (HPWRA),17/11/2017,Bulbostylis capillaris.pdf,
Malpighiaceae,Bunchosia argentea,Bunchosia ,argentea,peanut butter fruit,-3,Low Risk,L (HPWRA),22/01/2008,Bunchosia argentea.xls,
Zingiberaceae,Burbidgea schizocheila,Burbidgea ,schizocheila,"golden brush, golden ginger, vodoo flame ginger",-1,Low Risk,L (HPWRA),17/11/2016,Burbidgea schizocheila.pdf,
Burseraceae,Bursera simaruba,Bursera ,simaruba,"gumbo limbo, turpentine tree",7,High Risk,H (HPWRA),26/10/2015,Bursera simaruba.pdf,
Arecaceae,Butia capitata,Butia,capitata,"jelly palm, pindo palm",0,Low Risk,L (HPWRA),12/06/2012,Butia capitata.pdf,
Buxaceae,Buxus sempervirens,Buxus,sempervirens,"boxtree, boxwood",7.5,High Risk,H (HPWRA),23/08/2012,Buxus sempervirens.pdf,
Malpighiaceae,Byrsonima crassifolia,Byrsonima ,crassifolia,"craboo, golden-spoon",5,Evaluate,Evaluate,02/05/2012,Byrsonima crassifolia.pdf,
Fabaceae,Caesalpinia bonduc,Caesalpinia ,bonduc,nickerbean,12,High Risk,H (HPWRA),01/10/2003,Caesalpinia bonduc.xls,
Fabaceae,Caesalpinia coriaria,Caesalpinia ,coriaria,"cascalote, dibidibi, divi divi",6,Evaluate,Evaluate,02/01/2015,Caesalpinia coriaria.pdf,
Fabaceae,Caesalpinia crista,Caesalpinia ,crista,gray nicker,7,High Risk,H (HPWRA),17/08/2009,Caesalpinia crista.xls,
Fabaceae,Caesalpinia decapetala,Caesalpinia ,decapetala,cat's claw,20,High Risk,H (Hawaii),01/10/2003,Caesalpinia decapetala.xls,
Fabaceae,Caesalpinia ferrea,Caesalpinia ,ferrea,Brazilian ironwood,-3,Low Risk,L (HPWRA),03/07/2008,Caesalpinia ferrea.xls,
Fabaceae,Caesalpinia latisiliqua,Caesalpinia ,latisiliqua,No common name,5,Evaluate,Evaluate,03/06/2011,Caesalpinia latisiliqua.pdf,
Fabaceae,Caesalpinia major,Caesalpinia ,major,yellow nicker,10,High Risk,H (HPWRA),01/10/2003,Caesalpinia major.xls,
Fabaceae,Caesalpinia pulcherrima,Caesalpinia ,pulcherrima,dwarf poinciana,5,Low Risk,L (HPWRA),11/04/2003,Caesalpinia pulcherrima.xls,
Fabaceae,Cajanus cajan,Cajanus ,cajan,pigeon pea,0,Low Risk,L (HPWRA),01/10/2003,Cajanus cajan.xls,
Arecaceae,Calamus caesius,Calamus ,caesius,"rattan palm, sega rattan",3,Evaluate,Evaluate,13/09/2011,Calamus caesius.pdf,
Portulacaceae,Calandrinia spectabilis,Calandrinia ,spectabilis,rock purslane,2,Low Risk,L (HPWRA),13/02/2017,Calandrinia spectabilis.pdf,
Marantaceae,Calathea burle-marxii,Calathea,burle-marxii,"calathea 'ice blue', ice-blue calathea",0,Low Risk,L (HPWRA),08/12/2015,Calathea burle-marxii.pdf,
Marantaceae,Calathea crotalifera,Calathea,crotalifera,"rattlesnake plant, bijagüillo, hoja blanca",8,High Risk,H (HPWRA),27/06/2016,Calathea crotalifera.pdf,
Marantaceae,Calathea lutea,Calathea,lutea,"cigar calathea, platanillo",8,High Risk,H (HPWRA),01/08/2016,Calathea lutea.pdf,
Marantaceae,Calathea majestica,Calathea ,majestica,No common name,-1,Low Risk,L (HPWRA),12/05/2008,Calathea majestica.xls,
Marantaceae,Calathea zebrina,Calathea,zebrina,zebra plant,-1,Low Risk,L (HPWRA),13/10/2016,Calathea zebrina.pdf,
Asteraceae,Calendula officinalis,Calendula,officinalis,garden marigold,4,Evaluate,Evaluate,19/06/2013,Calendula officinalis.pdf,
Fabaceae,Calliandra calothyrsus,Calliandra ,calothyrsus,calliandra,12,High Risk,H (HPWRA),27/09/2013,Calliandra calothyrsus.pdf,
Fabaceae,Calliandra haematocephala,Calliandra ,haematocephala,red powderpuff,4,Evaluate,Evaluate,13/07/2015,Calliandra haematocehala.PDF,
Fabaceae,Calliandra surinamensis,Calliandra ,surinamensis,pink powderpuff,-4,Low Risk,L (HPWRA),28/05/2004,Calliandra surinamensis.xls,
Verbenaceae,Callicarpa japonica,Callicarpa ,japonica,Japanese beautyberry,5,Evaluate,Evaluate,28/04/2009,Callicarpa japonica.xls,
Myrtaceae,Callistemon citrinus,Callistemon ,citrinus,crimson bottlebush,0,Low Risk,L (HPWRA),23/01/2004,Callistemon citrinus.xls,
